Pallid	Status	Ordernr	Yta	Kund	Kund	Antal	Artikel	Beskrivning	Packklass	Ändrad	Användare	Kö	Prioritet	Lagerplats	Zon	Bolag	Lager	Batch	Sändningsnr	Utgångsdatum	"Pågående Plock"	"Plockplats Diff"	SSCC	Avgång	Krangång
679208	20	TO100036740		201	"Granngården Umeå"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0060950902		GG	404		GG-404-260317-1703632-0		0	0	273500916306792088		3003
679206	20	TO100036487		260	"Granngården Sävsjö"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:30"	OrderGenerator	3	5	HBW0060950901		GG	404		GG-404-260317-1701976-0		0	0	273500916306792064		3003
717894	20	TO100036620		209	"Granngården Luleå"	20	1251405	"FODERTUNNA 75L SVART UTAN LOCK"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0060850902		GG	404		GG-404-260317-1703625-0		0	-121	273500916307178942		3003
717896	20	TO100036740		201	"Granngården Umeå"	20	1251405	"FODERTUNNA 75L SVART UTAN LOCK"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0060850901		GG	404		GG-404-260317-1703632-0		0	-121	273500916307178966		3003
708858	20	TO100036600		367	"Granngården Motala"	30	1236571	"HAVREKROSS GG 13 KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0060581102		GG	404		GG-404-260316-1701981-0		0	2	273500916307088586		3003
417525	20	TO100036614		251	"Granngården Västervik"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	HBW0060541401		GG	404		GG-404-260317-1703652-0		0	0	273500916304175258		3003
417526	20	TO100036491		453	"Granngården Hjo"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:33"	OrderGenerator	3	5	HBW0060531401		GG	404		GG-404-260317-1703672-0		0	0	273500916304175265		3003
716422	20	TO100036487		260	"Granngården Sävsjö"	144	2001417291200	"KRUKA BOTANICA 100% RECYCLED 45 CM SVART"	0	"2026-03-17 06:38:30"	OrderGenerator	3	5	HBW0060531201		GG	404		GG-404-260317-1701976-0		6	6	273500916307164228		3003
417542	20	TO100036487		260	"Granngården Sävsjö"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:30"	OrderGenerator	3	5	HBW0060491401		GG	404		GG-404-260317-1701976-0		0	0	273500916304175425		3003
418755	20	TO100036624	UTL87A	219	"Granngården Torsby"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0060471402		GG	404		GG-404-260316-1702006-0		0	0	273500916304187558		3003
418757	20	TO100036598		282	"Granngården Karlshamn"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0060471401		GG	404		GG-404-260316-1701987-0		0	0	273500916304187572		3003
720125	20	TO100036659		256	"Granngården Jönköping"	24	1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0060440701		GG	404		GG-404-260317-1701307-0		0	9	273500916307201251		3003
678108	20	TO100036620		209	"Granngården Luleå"	55	1270638	"PALLKRAGE 800X600 MM SVART"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0060430501		GG	404		GG-404-260317-1703625-0		0	47	273500916306781082		3003
692915	20	TO100036740		201	"Granngården Umeå"	24	2001162218888	"DOGGY PROFESSIONAL EXTRA 18 KG -"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0060420702		GG	404		GG-404-260317-1703632-0		0	6	273500916306929156		3003
694944	20	TO100036620		209	"Granngården Luleå"	1	2000614	"GRÄSKLIPPARE RY36LM40A-140"	0	"2026-03-17 06:38:24"	OrderGenerator	33	5	HBW0060391301	H	GG	404		GG-404-260317-1703625-0		0	0	273500916306949444		3003
694944	20	TO100036620		209	"Granngården Luleå"	1	2000614	"GRÄSKLIPPARE RY36LM40A-140"	0	"2026-03-17 06:38:24"	OrderGenerator	33	0	HBW0060391301	H	GG	404		GG-404-260317-1703625-0		0	0	273500916306949444		3003
714211	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0060380301		GG	404		GG-404-260316-1701974-0		0	16	273500916307142110		3003
718574	20	TO100036740		201	"Granngården Umeå"	30	2000586	"KRAFFT LOW STARCH GASTRO MASH 18KG"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0060340702		GG	404		GG-404-260317-1703632-0		0	22	273500916307185742		3003
716055	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	32	1238523	"VETE HEL GG 20KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0060331102		GG	404		GG-404-260316-1701984-0		0	-41	273500916307160558		3003
688022	20	TO100036624	UTL87A	219	"Granngården Torsby"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0060320902		GG	404		GG-404-260316-1702006-0		0	36	273500916306880228		3003
709133	20	TO100036607		440	"Granngården Gnesta"	30	1236570	"HAVRE HEL 18 KG"	0	"2026-03-17 06:38:14"	OrderGenerator	3	5	HBW0060320201		GG	404		GG-404-260316-1701932-0		0	-12	273500916307091333		3003
683685	20	TO100036491		453	"Granngården Hjo"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:33"	CraneService	33	5	HBW0060301402	H	GG	404		GG-404-260317-1703672-0		0	0	273500916306836850		3003
683685	20	TO100036614		251	"Granngården Västervik"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:34"	CraneService	33	0	HBW0060301402	H	GG	404		GG-404-260317-1703652-0		0	0	273500916306836850		3003
683684	20	TO100036613		427	"Granngården Gustavsberg"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:04"	CraneService	33	5	HBW0060301401	H	GG	404		GG-404-260316-1701969-0		0	0	273500916306836843		3003
683684	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:05"	CraneService	33	0	HBW0060301401	H	GG	404		GG-404-260316-1701988-0		0	0	273500916306836843		3003
716751	20	TO100036585		423	"Granngården Uppsala"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0060270402		GG	404		GG-404-260316-1701959-0		0	13	273500916307167519		3003
716759	20	TO100036659		256	"Granngården Jönköping"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0060270401		GG	404		GG-404-260317-1701307-0		0	13	273500916307167595		3003
716753	20	TO100036630		414	"Granngården Hedemora"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	HBW0060250202		GG	404		GG-404-260316-1701982-0		0	13	273500916307167533		3003
716749	20	TO100036587		234	"Granngården Fjugesta"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	HBW0060250201		GG	404		GG-404-260316-1702008-0		0	13	273500916307167496		3003
716718	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0060230302		GG	404		GG-404-260316-1701988-0		0	13	273500916307167182		3003
716719	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0060230301		GG	404		GG-404-260316-1701984-0		0	13	273500916307167199		3003
716756	20	TO100036604		424	"Granngården Norrtälje"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0060210601		GG	404		GG-404-260316-1701973-0		0	13	273500916307167564		3003
709121	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	30	1236570	"HAVRE HEL 18 KG"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0060170802		GG	404		GG-404-260316-1701988-0		0	-12	273500916307091210		3003
672029	20	TO100036618		211	"Granngården Boden"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0060161302		GG	404		GG-404-260317-1703634-0		0	13	273500916306720296		3003
704042	20	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	30	2000043	"BETFIBER MASH 15 kg"	0	"2026-03-17 06:38:09"	OrderGenerator	3	5	HBW0060131402		GG	404		GG-404-260316-1701998-0		0	20	273500916307040423		3003
716738	20	TO100036600		367	"Granngården Motala"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0060120702		GG	404		GG-404-260316-1701981-0		0	13	273500916307167380		3003
716740	20	TO100036609		325	"Granngården Sorunda"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0060120701		GG	404		GG-404-260316-1701980-0		0	13	273500916307167403		3003
708514	20	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	24	1236152	"HÄSTFODER GG PROTEIN PELLETS 150 20KG"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	HBW0060090602		GG	404		GG-404-260316-1701999-0		0	14	273500916307085141		3003
675943	20	TO100036642		239	"Granngården Örebro"	30	2002027219888	"KRAFFT LUCERNE PELLETS 20 KG -"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0060060701		GG	404		GG-404-260316-1702000-0		0	-5	273500916306759432		3003
686901	20	TO100036600		367	"Granngården Motala"	9	2000468	"LÄTTSTRÖ HAMPA 20KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0060030702		GG	404		GG-404-260316-1701981-0		0	0	273500916306869018		3003
698576	20	TO100036587		234	"Granngården Fjugesta"	30	1243689	"GG KATTMAT KYCKLING 13 KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0060020602		GG	404		GG-404-260316-1702008-0		0	26	273500916306985763		3003
689086	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:00"	CraneService	33	5	HBW0050971401	H	GG	404		GG-404-260316-1701997-0		0	0	273500916306890869		3003
689086	20	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:01"	CraneService	33	0	HBW0050971401	H	GG	404		GG-404-260316-1702001-0		0	0	273500916306890869		3003
676024	20	TO100036620		209	"Granngården Luleå"	4	1267227	"GRÄSKLIPPARE MULTICLIP 47S"	0	"2026-03-17 06:38:23"	OrderGenerator	3	5	HBW0050950202		GG	404		GG-404-260317-1703625-0		0	-1	273500916306760247		3003
676026	20	TO100036500		208	"Granngården Piteå"	4	1267227	"GRÄSKLIPPARE MULTICLIP 47S"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0050950201		GG	404		GG-404-260317-1703636-0		0	-1	273500916306760261		3003
672030	20	TO100036740		201	"Granngården Umeå"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0050930302		GG	404		GG-404-260317-1703632-0		0	13	273500916306720302		3003
679207	20	TO100036618		211	"Granngården Boden"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0050870602		GG	404		GG-404-260317-1703634-0		0	0	273500916306792071		3003
714705	20					114	2002523	"CSI URINE DOG SPRAY 500ML"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0050810702		GG	404				0	0	273500916307147054		3003
639187	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	20	2000990	"FÖRVARINGSTUNNA 55 LITER"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0050741302		GG	404		GG-404-260316-1701984-0		0	30	273500916306391878		3003
662988	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	72	1237064	"SALTSTEN GG HÄST 10 KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0050640701		GG	404		GG-404-260316-1702003-0		0	41	273500916306629889		3003
689154	20	TO100036593		422	"Granngården Östhammar"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:20"	OrderGenerator	33	5	HBW0050621401	H	GG	404		GG-404-260316-1701961-0		0	0	273500916306891545		3003
689154	20	TO100036602		421	"Granngården Tierp"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:21"	OrderGenerator	33	0	HBW0050621401	H	GG	404		GG-404-260316-1701960-0		0	0	273500916306891545		3003
706850	20	TO100036500		208	"Granngården Piteå"	30	2000588	"KRAFFT LUCERNE PURE PELLETS 20KG"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0050620902		GG	404		GG-404-260317-1703636-0		0	19	273500916307068502		3003
706846	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	30	2000588	"KRAFFT LUCERNE PURE PELLETS 20KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0050620901		GG	404		GG-404-260316-1702003-0		0	19	273500916307068465		3003
709516	20	TO100036602		421	"Granngården Tierp"	75	1241742	"KATTSAND EVERCLEAN UNSCENT 10L"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	HBW0050561302		GG	404		GG-404-260316-1701960-0		0	35	273500916307095164		3003
706845	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	30	2000588	"KRAFFT LUCERNE PURE PELLETS 20KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0050561201		GG	404		GG-404-260316-1702002-0		0	19	273500916307068458		3003
417519	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0050551402		GG	404		GG-404-260316-1701994-0		0	0	273500916304175197		3003
417517	20	TO100036614		251	"Granngården Västervik"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	HBW0050551401		GG	404		GG-404-260317-1703652-0		0	0	273500916304175173		3003
716432	20	TO100036663		284	"Granngården Karlskrona"	144	2001417291200	"KRUKA BOTANICA 100% RECYCLED 45 CM SVART"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0050521202		GG	404		GG-404-260317-1703635-0		6	6	273500916307164327		3003
716431	20	TO100036669		257	"Granngården Tranås"	144	2001417291200	"KRUKA BOTANICA 100% RECYCLED 45 CM SVART"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	HBW0050521201		GG	404		GG-404-260317-1703656-0		6	6	273500916307164310		3003
682405	20	TO100036618		211	"Granngården Boden"	55	2003471	"PALLKRAGE 800X600 MM FJÄRIL"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0050460802		GG	404		GG-404-260317-1703634-0		0	0	273500916306824055		3003
716757	20	TO100036642		239	"Granngården Örebro"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0050430202		GG	404		GG-404-260316-1702000-0		0	13	273500916307167571		3003
713185	20	TO100036618		211	"Granngården Boden"	30	1235439	"KRAFFT GROOV ORIGINAL 20KG"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0050371002		GG	404		GG-404-260317-1703634-0		0	28	273500916307131855		3003
683675	20	TO100036595	UTL88A	475	"Granngården Kinna"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:37:59"	CraneService	33	5	HBW0050361402	H	GG	404		GG-404-260316-1701950-0		0	0	273500916306836751		3003
683675	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:00"	CraneService	33	0	HBW0050361402	H	GG	404		GG-404-260316-1701997-0		0	0	273500916306836751		3003
712029	20	TO100036604		424	"Granngården Norrtälje"	36	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0050351102		GG	404		GG-404-260316-1701973-0		0	-10	273500916307120293		3003
720108	20	TO100036598		282	"Granngården Karlshamn"	24	1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0050350502		GG	404		GG-404-260316-1701987-0		0	9	273500916307201084		3003
417549	20	TO100036620		209	"Granngården Luleå"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:23"	OrderGenerator	3	5	HBW0050341402		GG	404		GG-404-260317-1703625-0		0	0	273500916304175494		3003
417554	20	TO100036627		232	"Granngården Askersund"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0050341401		GG	404		GG-404-260316-1702004-0		0	0	273500916304175548		3003
704789	20	TO100036538		429	"Granngården Handen"	24	1236455	"KRAFFT PERFORMANCE LOW STARCH MÜSLI 20KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0050340302		GG	404		GG-404-260316-1701985-0		1	-12	273500916307047897		3003
704784	20	TO100036598		282	"Granngården Karlshamn"	24	1236455	"KRAFFT PERFORMANCE LOW STARCH MÜSLI 20KG"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0050340301		GG	404		GG-404-260316-1701987-0		1	-12	273500916307047842		3003
714218	20	TO100036740		201	"Granngården Umeå"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0050310402		GG	404		GG-404-260317-1703632-0		0	16	273500916307142189		3003
714193	20	TO100036620		209	"Granngården Luleå"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0050310401		GG	404		GG-404-260317-1703625-0		0	16	273500916307141939		3003
417548	20	TO100036611		236	"Granngården Karlskoga"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	HBW0050281402		GG	404		GG-404-260316-1701995-0		0	0	273500916304175487		3003
417546	20	TO100036627		232	"Granngården Askersund"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0050281401		GG	404		GG-404-260316-1702004-0		0	0	273500916304175463		3003
708509	20	TO100036663		284	"Granngården Karlskrona"	24	1236152	"HÄSTFODER GG PROTEIN PELLETS 150 20KG"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0050250701		GG	404		GG-404-260317-1703635-0		0	14	273500916307085097		3003
710009	20	TO100036595	UTL88A	475	"Granngården Kinna"	30	1237681	"HÖNSFODER NYTT GRANNGÅRDEN BAS 20 KG"	0	"2026-03-17 06:37:59"	OrderGenerator	3	5	HBW0050250302		GG	404		GG-404-260316-1701950-0		0	11	273500916307100097		3003
705035	20	TO100036600		367	"Granngården Motala"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0050230902		GG	404		GG-404-260316-1701981-0		0	16	273500916307050354		3003
712920	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0050210702		GG	404		GG-404-260316-1701984-0		0	13	273500916307129203		3003
664091	20	TO100036585		423	"Granngården Uppsala"	30	1237683	"HÖNSFODER NYTT GRANNGÅRDEN START 20 KG"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0050190502		GG	404		GG-404-260316-1701959-0		0	20	273500916306640914		3003
719685	20					756	1015834	"DISKBORSTE VIT/BLÅ DELAVAL"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0050160302		GG	404				0	-196	273500916307196854		3003
676330	20	TO100036500		208	"Granngården Piteå"	37	2003470	"PALLKRAGE 1200X800MM FJÄRIL"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0050131302		GG	404		GG-404-260317-1703636-0		0	0	273500916306763309		3003
700625	20	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	27	1243810	"GG HUNDFODER PREMIUM 13KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0050130202		GG	404		GG-404-260316-1702001-0		0	17	273500916307006252		3003
716734	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0050110202		GG	404		GG-404-260316-1701974-0		0	13	273500916307167342		3003
716736	20	TO100036538		429	"Granngården Handen"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0050110201		GG	404		GG-404-260316-1701985-0		0	13	273500916307167366		3003
714292	20	TO100036531	UTL35A/UTL36A	275	"Granngården Falkenberg"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0050100401		GG	404		GG-404-260316-1701977-0		0	16	273500916307142929		3003
706893	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	30	1235656	"FÅRFODER TACKA FÅRFOR 20KG"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0050090902		GG	404		GG-404-260316-1701974-0		0	21	273500916307068939		3003
714293	20	TO100036609		325	"Granngården Sorunda"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0050090202		GG	404		GG-404-260316-1701980-0		0	16	273500916307142936		3003
714294	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0050090201		GG	404		GG-404-260316-1701988-0		0	16	273500916307142943		3003
714101	20	TO100036663		284	"Granngården Karlskrona"	30	1235657	"FÅRFODER LAMM 500 FÅRFOR 20KG"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0050071101		GG	404		GG-404-260317-1703635-0		0	2	273500916307141014		3003
704104	20	TO100036642		239	"Granngården Örebro"	36	1238133	"MINERAL HÄST BALANS 15KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0050060602		GG	404		GG-404-260316-1702000-0		0	13	273500916307041048		3003
685592	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	15	1236219	"HÄSTFODER BG LUSERN MIX 18 KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0050060502		GG	404		GG-404-260316-1702002-0		0	7	273500916306855929		3003
696699	20	TO100036613		427	"Granngården Gustavsberg"	29	1238127	"KRAFFT RECHARGE MASH 15KG"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0050060202		GG	404		GG-404-260316-1701969-0		0	0	273500916306966991		3003
688021	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0050050401		GG	404		GG-404-260316-1701994-0		0	36	273500916306880211		3003
612095	20	TO100036491		453	"Granngården Hjo"	4	2000016	"SKOTTKÄRRA 110L PUNKTERINGSFRITT HJUL"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0050041402		GG	404		GG-404-260317-1703672-0		0	10	273500916306120959		3003
612085	20	TO100036659		256	"Granngården Jönköping"	4	2000016	"SKOTTKÄRRA 110L PUNKTERINGSFRITT HJUL"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0050031401		GG	404		GG-404-260317-1701307-0		0	10	273500916306120850		3003
542446	20	TO100036740		201	"Granngården Umeå"	27	1185642	"GRÄSMATTEGÖDSEL GRÖN EFFEKT 15KG GG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0040990301		GG	404		GG-404-260317-1703632-0		0	55	273500916305424461		3002
678987	20	TO100036659		256	"Granngården Jönköping"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0040960602		GG	404		GG-404-260317-1701307-0		0	0	273500916306789873		3002
672074	20	TO100036740		201	"Granngården Umeå"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0040930302		GG	404		GG-404-260317-1703632-0		0	13	273500916306720746		3002
673381	20	TO100036500		208	"Granngården Piteå"	1	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0040930202		GG	404		GG-404-260317-1703636-0		0	0	273500916306733814		3002
706102	20	TO100036627		232	"Granngården Askersund"	70	1269703	"SMÅFÅGELFRÖMIX SPECIAL MED MASKAR"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0040910402		GG	404		GG-404-260316-1702004-0		0	43	273500916307061022		3002
672061	20	TO100036620		209	"Granngården Luleå"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0040890502		GG	404		GG-404-260317-1703625-0		0	13	273500916306720616		3002
672067	20	TO100036500		208	"Granngården Piteå"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0040890501		GG	404		GG-404-260317-1703636-0		0	13	273500916306720678		3002
417523	20	TO100036491		453	"Granngården Hjo"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:33"	OrderGenerator	3	5	HBW0040881401		GG	404		GG-404-260317-1703672-0		0	0	273500916304175234		3002
715845	20					420	1221688	"SOPSÄCK K2 BLÅ 240L 10 ST"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0040821102		GG	404				0	-13	273500916307158456		3002
417538	20	TO100036613		427	"Granngården Gustavsberg"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0040721401		GG	404		GG-404-260316-1701969-0		0	0	273500916304175388		3002
708579	20	TO100036538		429	"Granngården Handen"	36	1238133	"MINERAL HÄST BALANS 15KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0040620502		GG	404		GG-404-260316-1701985-0		0	13	273500916307085790		3002
